internals,assignments,viva,lab_marks,mid_exam,attendance,study_hours,backlogs,sleep_hours,stress_level,previous_cgpa,branch,year,final_score,grade
14,9,4,14,15,86,1.6,1,6.8,4,5.37,MECH,2,50.08,D
17,11,5,15,10,44,6.0,2,8.1,3,5.37,MECH,1,40.78,FAIL
11,9,3,11,17,80,4.8,1,7.8,6,5.29,CSE,2,46.09,FAIL
13,9,5,13,14,70,5.1,1,6.0,2,5.27,MECH,4,48.51,FAIL
17,8,4,12,12,62,7.4,2,6.3,5,4.94,CSE,3,39.16,FAIL
5,6,1,12,12,63,2.8,2,6.4,3,4.99,MECH,2,32.07,FAIL
10,4,4,14,11,71,3.7,1,9.8,4,5.0,CSE,4,39.85,FAIL
13,6,5,9,10,20,4.7,0,8.0,4,5.18,ECE,4,28.32,FAIL
11,10,0,10,16,64,2.1,1,9.8,3,4.49,CSE,1,38.56,FAIL
13,8,4,15,10,61,3.6,1,8.3,8,4.39,ECE,2,37.23,FAIL
9,11,5,12,14,82,5.0,1,6.9,7,5.71,MECH,1,43.49,FAIL
9,8,7,14,9,62,3.3,1,5.5,2,4.82,MECH,1,42.75,FAIL
17,8,8,16,14,71,6.6,2,7.3,3,6.03,ECE,4,52.35,D
12,10,2,17,11,98,1.0,1,6.9,7,5.93,MECH,2,48.1,FAIL
19,10,7,15,15,89,6.2,1,6.9,7,5.98,CSE,1,57.97,D
16,8,4,18,13,88,5.3,3,6.7,2,5.3,ECE,3,47.33,FAIL
7,9,3,9,10,67,2.9,2,3.9,6,3.92,ECE,3,34.24,FAIL
14,6,3,14,10,83,2.2,1,8.9,6,5.13,MECH,2,42.46,FAIL
14,6,3,13,19,71,0.0,1,6.9,1,5.24,ECE,4,51.06,D
14,13,6,13,10,72,2.4,2,4.9,4,5.43,MECH,2,43.35,FAIL
16,11,1,18,13,81,6.1,0,7.7,5,5.26,CSE,4,53.64,D
7,8,3,15,13,66,3.9,2,5.7,5,4.64,CSE,1,39.32,FAIL
24,7,6,19,18,97,6.3,0,7.8,2,6.2,ECE,2,70.07,B
21,8,1,18,15,72,2.8,0,8.3,3,5.19,CSE,4,53.39,D
21,8,5,15,16,84,5.4,3,8.5,4,6.56,ECE,1,49.9,FAIL
15,9,3,14,12,96,2.6,1,6.8,4,5.48,ECE,2,51.83,D
13,9,5,15,18,90,2.1,1,6.4,4,5.38,CSE,3,51.8,D
11,6,4,11,9,53,3.8,2,6.1,5,5.11,CSE,4,29.87,FAIL
16,12,6,13,13,81,2.7,4,5.9,6,5.75,ECE,4,48.18,FAIL
15,10,0,8,12,87,0.9,0,7.0,9,4.65,MECH,3,43.54,FAIL
13,8,5,17,17,88,3.6,0,6.7,7,5.82,MECH,4,56.47,D
13,11,3,12,14,58,4.2,3,5.8,8,5.38,CSE,1,37.86,FAIL
17,7,6,13,12,65,6.5,1,5.3,4,5.19,MECH,3,46.05,FAIL
15,14,4,12,16,89,5.9,3,6.8,3,5.63,ECE,3,51.64,D
15,9,3,14,10,63,6.4,2,6.3,7,6.1,MECH,4,41.92,FAIL
18,9,4,15,21,70,5.4,1,5.3,5,5.68,CSE,1,56.99,D
19,13,6,12,13,98,4.7,0,8.2,6,5.79,MECH,4,61.39,C
15,8,5,13,16,74,1.5,1,9.7,3,5.67,ECE,1,47.71,FAIL
9,10,4,10,9,64,4.3,3,8.4,6,4.54,CSE,4,29.18,FAIL
10,6,3,13,15,61,5.2,0,5.9,5,5.53,CSE,1,42.22,FAIL
12,9,3,14,11,79,6.9,2,6.9,4,4.86,MECH,4,42.37,FAIL
12,10,5,10,16,55,5.4,0,9.3,4,5.84,ECE,4,46.73,FAIL
14,11,5,16,19,71,6.5,1,5.2,6,4.8,ECE,4,52.78,D
11,9,4,4,11,79,1.9,0,8.2,7,4.13,ECE,1,37.72,FAIL
13,9,6,14,15,94,3.3,1,4.8,4,4.39,MECH,1,51.7,D
14,10,3,18,17,85,4.9,2,9.5,6,5.42,MECH,3,49.04,FAIL
11,8,7,14,12,64,6.3,1,6.4,6,5.47,MECH,2,40.83,FAIL
13,10,5,10,17,92,3.7,1,10.3,6,5.06,MECH,1,49.93,FAIL
19,9,3,14,11,70,3.8,1,9.6,7,4.53,MECH,1,44.28,FAIL
14,6,3,7,18,56,5.4,1,6.8,9,4.34,MECH,3,39.2,FAIL
12,8,2,11,9,72,1.7,2,5.9,4,5.26,CSE,1,38.88,FAIL
13,13,4,21,18,96,7.2,2,7.3,8,6.23,ECE,4,57.52,D
10,13,4,12,10,77,2.2,1,6.7,5,5.07,ECE,2,41.6,FAIL
12,10,5,12,16,75,0.2,1,6.4,3,5.36,ECE,2,47.11,FAIL
20,11,4,20,23,99,4.0,1,4.5,4,5.89,MECH,3,69.5,C
13,9,7,8,14,53,7.4,2,6.2,6,4.81,ECE,2,38.66,FAIL
13,8,4,13,18,55,5.2,2,5.3,6,5.15,CSE,1,42.83,FAIL
15,8,3,11,14,50,5.5,1,7.8,3,4.54,MECH,3,39.12,FAIL
12,11,3,12,20,80,4.1,2,8.5,3,5.91,MECH,3,46.21,FAIL
17,10,3,11,15,77,3.7,1,8.1,4,4.84,ECE,1,45.82,FAIL
13,9,7,17,19,98,0.9,1,7.5,3,5.6,CSE,2,60.47,C
16,6,6,7,18,78,0.0,0,5.7,1,5.65,ECE,2,50.74,D
19,9,5,13,12,68,4.4,2,7.3,1,5.67,CSE,4,47.23,FAIL
12,8,5,13,14,75,6.6,2,8.2,4,5.74,ECE,4,45.29,FAIL
14,7,2,14,13,76,4.7,1,6.1,6,5.25,ECE,4,45.89,FAIL
14,9,0,11,10,49,5.2,3,7.2,6,5.1,ECE,4,32.41,FAIL
18,13,6,20,21,100,7.2,1,6.8,2,7.44,CSE,4,70.49,B
15,8,4,16,20,82,4.7,1,9.5,2,6.31,ECE,2,58.39,D
12,8,3,14,15,78,3.8,4,8.3,4,5.21,CSE,4,37.35,FAIL
8,9,5,13,12,84,2.4,1,7.9,5,5.17,MECH,1,42.06,FAIL
18,10,3,15,16,85,8.0,0,4.4,7,5.01,MECH,1,56.58,D
10,9,6,13,7,72,5.1,2,7.3,6,4.6,ECE,2,36.41,FAIL
3,5,6,10,6,65,2.1,3,6.8,4,3.64,ECE,2,27.35,FAIL
15,9,5,12,11,83,1.7,0,6.8,6,4.73,MECH,1,49.43,FAIL
16,9,4,17,16,80,6.5,3,4.7,3,4.89,MECH,4,46.97,FAIL
7,9,2,8,10,62,1.9,2,5.4,5,4.58,CSE,1,29.69,FAIL
20,13,5,23,18,96,7.7,3,6.9,5,5.82,ECE,2,61.06,C
12,13,4,8,10,79,0.0,0,8.7,8,4.11,CSE,2,45.48,FAIL
14,12,6,13,13,85,6.8,2,6.1,6,4.53,CSE,3,46.86,FAIL
15,11,6,10,12,95,5.0,0,6.4,3,5.7,MECH,2,51.23,D
12,8,6,12,14,75,4.2,1,9.7,3,4.83,CSE,1,47.42,FAIL
15,7,5,17,13,79,3.6,1,6.6,4,5.66,CSE,3,48.62,FAIL
15,9,7,14,18,87,7.8,1,6.8,2,6.32,MECH,1,57.2,D
16,9,4,17,11,64,5.4,0,6.8,5,5.03,MECH,2,49.8,FAIL
15,9,2,13,15,75,2.2,1,5.0,5,5.51,ECE,3,47.11,FAIL
11,13,5,7,12,76,0.6,0,7.9,6,4.8,CSE,2,44.67,FAIL
17,7,7,10,13,60,4.4,1,6.0,6,4.95,MECH,1,40.83,FAIL
15,9,5,17,14,100,4.0,1,7.0,5,6.04,MECH,1,52.7,D
15,7,2,8,7,53,1.0,2,7.7,2,4.51,ECE,1,33.56,FAIL
13,7,4,17,13,55,3.9,1,9.9,3,5.03,MECH,2,42.95,FAIL
17,10,4,12,10,94,2.9,1,5.0,4,5.37,CSE,3,48.48,FAIL
12,8,4,13,16,85,4.0,0,8.3,6,4.77,MECH,1,51.75,D
9,9,5,12,14,59,5.5,2,8.3,6,6.0,MECH,2,39.94,FAIL
17,11,4,19,13,84,7.0,2,6.0,5,5.74,MECH,2,55.5,D
12,9,4,11,11,97,5.8,0,7.9,10,5.36,CSE,4,44.22,FAIL
12,8,4,8,17,74,2.6,4,9.5,8,6.0,ECE,1,36.58,FAIL
15,11,4,13,8,100,4.7,2,5.9,7,4.93,ECE,3,46.68,FAIL
10,8,5,11,14,49,4.1,0,7.4,6,5.4,CSE,3,39.17,FAIL
13,7,5,8,14,85,1.3,2,7.6,6,5.44,ECE,3,40.97,FAIL
17,10,6,17,18,92,4.8,2,7.8,6,6.19,MECH,2,54.8,D
13,13,5,19,14,88,7.7,1,8.2,1,6.36,ECE,2,57.1,D
14,9,3,12,11,71,4.1,3,7.2,3,5.4,CSE,1,36.8,FAIL
9,6,2,9,12,70,0.8,0,7.8,5,4.62,CSE,4,38.45,FAIL
11,11,6,19,15,81,4.1,3,5.6,5,5.7,CSE,2,48.93,FAIL
7,10,3,10,16,87,1.6,0,7.2,5,5.36,ECE,1,43.53,FAIL
10,12,4,16,14,84,5.7,2,6.3,6,5.15,MECH,4,47.53,FAIL
15,12,7,14,19,90,5.0,1,5.2,1,5.6,ECE,3,57.55,D
12,10,3,12,12,59,3.7,0,6.2,6,4.67,MECH,3,39.14,FAIL
14,7,1,15,17,71,3.3,3,7.4,5,4.92,MECH,4,42.49,FAIL
18,7,4,14,18,60,3.6,0,7.7,5,5.65,CSE,4,48.02,FAIL
17,10,3,7,18,69,4.0,3,5.1,7,5.1,CSE,4,39.61,FAIL
17,11,3,17,12,90,2.5,1,5.6,3,5.77,MECH,1,55.44,D
16,8,4,6,16,76,1.2,2,8.1,5,5.11,MECH,3,42.01,FAIL
17,9,2,18,16,100,6.3,1,7.8,6,5.55,ECE,2,54.4,D
15,10,2,15,14,77,3.2,1,8.3,3,5.84,ECE,2,47.78,FAIL
18,9,3,12,15,75,4.3,2,9.1,1,4.82,ECE,3,51.03,D
15,7,5,16,13,76,4.6,1,7.8,3,5.67,MECH,1,50.29,D
13,9,3,9,7,65,4.6,1,6.4,5,4.62,ECE,3,34.6,FAIL
15,10,3,7,11,74,1.7,1,7.2,5,4.46,CSE,2,38.19,FAIL
12,6,4,15,19,91,0.6,0,9.5,5,5.14,CSE,1,55.14,D
13,10,6,13,12,76,2.8,2,11.1,4,5.56,MECH,3,47.26,FAIL
9,11,4,18,13,63,4.8,2,7.7,2,5.42,CSE,4,42.88,FAIL
11,11,4,11,13,61,2.5,1,7.8,5,5.22,ECE,2,41.12,FAIL
11,4,3,9,11,68,3.3,1,8.1,5,5.0,CSE,1,32.82,FAIL
15,12,4,24,15,76,8.3,1,7.0,6,5.61,ECE,2,56.42,D
15,7,4,8,13,92,0.3,2,8.7,4,4.67,ECE,4,41.18,FAIL
7,6,5,11,9,54,2.5,0,8.5,1,4.53,ECE,1,33.04,FAIL
20,15,5,16,20,70,7.8,1,7.5,1,6.17,MECH,1,60.28,C
8,10,3,16,20,77,3.9,0,6.5,4,5.6,MECH,2,48.76,FAIL
11,5,2,8,11,47,2.6,2,4.7,5,4.12,MECH,2,30.03,FAIL
17,11,6,14,13,62,6.3,1,8.1,5,5.82,ECE,2,48.81,FAIL
14,11,4,11,13,64,4.1,1,7.3,4,4.44,MECH,3,45.58,FAIL
16,8,2,18,9,63,3.3,0,5.9,2,5.26,CSE,2,45.63,FAIL
13,8,5,16,9,77,4.4,0,5.3,1,5.11,ECE,2,46.69,FAIL
15,8,3,9,11,72,2.7,0,8.0,6,4.52,CSE,4,43.46,FAIL
8,9,1,9,14,66,2.0,2,4.6,5,4.16,CSE,1,31.52,FAIL
12,8,4,14,18,81,3.8,0,7.4,4,5.4,CSE,4,51.43,D
22,12,4,13,17,100,2.0,1,8.3,2,6.09,ECE,3,64.41,C
17,10,6,11,18,99,4.0,1,7.8,3,6.16,ECE,3,59.53,D
14,3,3,9,11,46,4.7,3,6.4,5,4.51,MECH,1,29.86,FAIL
17,13,7,12,15,83,5.7,1,5.1,6,5.62,ECE,3,56.36,D
18,11,5,20,12,72,6.3,0,7.9,5,6.36,ECE,1,54.2,D
7,10,3,13,16,77,3.2,0,8.8,8,4.97,CSE,3,44.9,FAIL
15,9,3,9,12,69,5.0,1,6.1,4,5.27,ECE,4,44.38,FAIL
13,9,4,12,16,76,5.0,2,7.8,8,4.83,MECH,1,41.73,FAIL
17,11,5,15,14,77,4.7,2,9.4,5,5.37,CSE,4,49.42,FAIL
11,8,2,15,10,66,3.0,0,7.5,5,5.58,CSE,4,43.52,FAIL
15,11,4,12,9,61,1.9,0,6.4,7,5.04,MECH,4,42.15,FAIL
10,9,3,15,12,68,5.0,1,8.6,4,5.35,MECH,2,42.44,FAIL
11,12,7,12,12,78,0.6,0,5.9,4,5.08,MECH,3,51.89,D
10,11,5,14,18,83,3.5,2,5.1,3,5.78,MECH,1,50.42,D
9,3,5,22,14,87,0.0,0,8.2,7,4.65,ECE,3,50.87,D
10,4,3,8,8,67,1.3,3,6.4,6,3.9,MECH,2,26.98,FAIL
17,10,2,9,9,79,2.2,0,6.5,7,5.16,MECH,4,46.18,FAIL
16,9,5,15,18,89,6.2,2,6.1,5,6.12,MECH,1,53.13,D
12,8,6,15,22,92,5.4,1,6.3,7,5.83,MECH,1,55.97,D
6,11,3,8,16,74,2.9,1,9.1,4,5.17,ECE,2,40.01,FAIL
17,7,5,17,21,71,5.5,1,9.5,7,6.13,MECH,2,51.49,D
13,12,6,13,14,77,5.8,2,9.7,4,5.99,CSE,4,49.58,FAIL
9,6,3,4,11,57,3.7,1,8.6,5,4.4,CSE,2,29.22,FAIL
13,8,3,10,14,72,1.2,3,7.7,6,3.97,MECH,3,34.51,FAIL
12,9,5,10,8,86,3.6,1,4.9,10,4.51,MECH,4,37.85,FAIL
13,5,6,17,15,84,3.8,2,6.7,7,5.25,CSE,4,48.18,FAIL
12,7,2,8,12,70,1.5,1,10.2,7,4.79,MECH,3,33.08,FAIL
20,10,8,14,20,78,4.7,1,6.3,4,6.39,MECH,2,57.84,D
14,9,7,14,10,62,4.6,1,9.3,5,5.45,CSE,1,42.11,FAIL
8,10,4,13,13,85,4.9,1,7.1,5,5.04,CSE,1,43.06,FAIL
8,7,4,8,9,73,4.6,3,3.0,8,3.41,ECE,1,28.6,FAIL
13,7,7,11,14,70,5.5,2,8.0,5,5.51,CSE,1,44.72,FAIL
16,10,6,17,10,69,3.6,3,8.9,8,5.43,CSE,4,44.67,FAIL
12,12,2,14,17,74,4.4,0,6.9,2,6.46,ECE,4,51.3,D
12,8,3,8,12,68,3.2,2,8.8,8,4.75,MECH,4,34.0,FAIL
14,9,4,14,14,84,2.8,0,4.5,3,6.06,MECH,3,49.61,FAIL
16,8,5,12,13,69,6.7,0,4.9,7,4.33,CSE,4,47.16,FAIL
10,7,6,15,15,98,0.0,1,7.3,3,5.24,CSE,2,53.2,D
16,11,3,12,20,96,5.8,1,7.7,6,5.32,MECH,2,57.24,D
17,9,3,18,12,61,2.8,2,9.0,3,5.58,CSE,2,46.98,FAIL
14,9,1,10,15,76,2.5,2,8.0,7,4.28,MECH,3,40.74,FAIL
14,7,4,18,10,65,4.5,0,5.2,7,4.89,CSE,1,42.0,FAIL
10,7,3,11,9,70,1.0,1,7.3,4,4.24,MECH,2,39.3,FAIL
16,8,6,18,21,100,2.4,0,7.9,6,6.36,MECH,4,64.39,C
11,6,6,13,15,70,2.3,2,4.2,7,4.23,MECH,1,38.72,FAIL
17,8,5,13,9,80,3.6,1,6.9,3,5.64,MECH,2,44.67,FAIL
14,10,3,8,5,83,2.4,2,6.5,3,4.42,ECE,2,35.84,FAIL
11,12,5,15,17,59,7.2,3,6.0,3,4.65,CSE,4,45.66,FAIL
19,7,4,21,14,62,7.6,1,7.7,3,5.28,CSE,2,53.77,D
14,8,3,10,8,56,0.0,2,5.3,3,4.79,ECE,4,37.27,FAIL
10,10,4,13,14,61,5.1,3,7.6,7,5.26,CSE,2,39.37,FAIL
10,6,2,12,9,32,5.7,1,7.8,6,5.09,CSE,2,27.5,FAIL
14,8,4,10,14,83,5.1,1,8.6,2,5.21,CSE,3,46.0,FAIL
18,8,3,19,14,100,2.7,1,5.3,4,5.72,MECH,4,55.54,D
10,8,5,9,12,77,3.5,2,4.7,3,4.88,CSE,1,37.45,FAIL
8,6,1,14,4,53,2.5,2,7.4,7,4.03,CSE,1,23.09,FAIL
14,7,2,12,9,65,3.2,2,6.6,4,4.69,MECH,3,36.67,FAIL
14,7,3,16,16,68,1.6,2,11.4,2,5.44,MECH,4,43.09,FAIL
7,10,3,7,15,59,3.8,3,7.7,5,5.27,CSE,1,30.12,FAIL
15,10,7,16,14,87,1.0,2,7.1,6,5.55,ECE,3,51.08,D
10,9,6,15,17,87,3.6,2,6.7,3,5.83,CSE,2,47.86,FAIL
9,6,4,10,11,57,1.5,2,5.2,4,4.78,ECE,1,34.1,FAIL
15,10,4,20,11,85,4.4,1,7.8,3,6.67,ECE,1,51.72,D
13,11,5,17,11,97,2.6,4,6.9,7,5.62,CSE,4,47.26,FAIL
14,11,7,16,17,100,4.6,2,6.9,4,5.75,CSE,3,59.52,D
14,12,5,11,12,100,6.2,2,7.1,4,6.38,ECE,3,50.15,D
17,12,3,14,13,61,7.2,2,7.3,5,6.21,MECH,4,46.05,FAIL
7,8,5,15,10,100,0.0,1,4.4,5,4.5,CSE,4,44.67,FAIL
10,10,3,10,12,69,2.3,2,8.3,6,4.7,ECE,4,39.1,FAIL
15,4,4,14,12,66,3.4,0,5.7,7,5.34,ECE,2,39.77,FAIL
15,6,4,16,14,79,4.9,1,6.8,7,5.05,MECH,4,47.86,FAIL
8,11,3,15,13,66,0.7,0,8.9,4,5.29,ECE,4,43.7,FAIL
8,8,5,15,15,80,2.0,2,9.7,6,5.89,CSE,1,43.92,FAIL
7,7,3,7,12,55,4.3,3,4.4,8,3.65,MECH,1,26.21,FAIL
6,11,4,16,13,71,4.2,1,7.0,8,4.65,MECH,2,42.35,FAIL
17,12,7,16,14,94,4.8,0,7.4,3,6.52,MECH,4,63.79,C
12,10,6,15,9,74,4.9,3,4.7,6,4.9,CSE,1,41.56,FAIL
11,9,2,10,14,77,4.7,2,8.2,6,4.34,CSE,4,39.64,FAIL
15,11,6,10,13,82,4.4,2,7.2,7,4.95,ECE,1,43.44,FAIL
18,11,6,12,15,92,4.1,1,7.3,7,5.79,MECH,1,52.96,D
14,10,6,17,11,50,5.3,0,5.6,3,5.57,CSE,1,44.38,FAIL
11,7,4,12,12,83,0.0,1,7.6,4,5.06,CSE,2,42.63,FAIL
13,11,4,17,10,70,7.1,3,8.3,7,5.67,ECE,2,38.87,FAIL
10,7,1,17,7,77,0.0,2,7.2,5,4.58,CSE,1,38.54,FAIL
15,9,5,17,23,90,1.8,0,6.2,1,6.02,CSE,1,62.59,C
16,5,7,19,6,57,3.5,0,6.3,2,5.73,ECE,3,46.87,FAIL
9,8,5,10,10,59,5.3,2,7.3,6,5.38,MECH,1,35.04,FAIL
5,5,2,8,5,45,0.0,1,7.1,7,3.87,MECH,1,20.81,FAIL
13,12,5,11,10,66,3.9,1,8.4,2,5.68,MECH,2,42.55,FAIL
10,10,3,13,15,94,5.6,0,6.3,7,6.0,MECH,1,47.12,FAIL
15,10,4,12,10,73,6.0,0,5.2,5,5.24,MECH,1,45.63,FAIL
15,10,5,9,14,54,2.6,2,7.5,3,5.28,ECE,4,37.77,FAIL
20,6,5,11,13,67,3.4,3,6.3,4,5.19,MECH,4,40.37,FAIL
12,7,3,12,13,52,2.8,1,8.2,3,5.63,CSE,1,35.37,FAIL
15,10,6,13,13,58,3.2,0,7.0,4,5.22,ECE,3,48.25,FAIL
13,13,2,16,11,80,1.9,0,8.0,1,5.31,ECE,2,53.32,D
16,4,4,13,9,57,2.2,3,5.5,5,5.18,CSE,1,34.86,FAIL
14,10,6,21,19,91,4.9,1,7.2,6,5.79,MECH,3,60.36,C
15,10,6,20,14,73,4.3,1,6.0,2,5.34,CSE,3,54.5,D
14,10,4,11,13,76,5.0,3,5.2,5,4.49,CSE,1,40.48,FAIL
15,13,5,14,14,70,4.4,1,5.7,3,5.36,MECH,1,49.84,FAIL
14,9,5,16,16,86,5.4,1,6.2,6,6.34,ECE,2,54.34,D
10,9,7,11,10,86,5.8,3,8.9,1,4.88,CSE,2,42.81,FAIL
13,3,3,12,11,80,0.5,2,6.1,6,3.33,ECE,1,36.77,FAIL
15,9,6,16,22,83,2.3,1,5.1,1,5.75,CSE,1,59.33,D
13,9,2,15,13,71,3.5,2,7.2,5,5.22,MECH,1,40.54,FAIL
17,14,4,17,20,83,4.0,4,7.0,4,5.8,MECH,1,51.86,D
14,11,4,10,12,69,2.7,4,6.3,4,4.69,CSE,2,36.78,FAIL
14,12,5,17,14,75,5.8,2,6.8,2,4.63,MECH,2,48.43,FAIL
16,8,4,18,15,70,8.0,1,8.5,8,5.04,CSE,4,46.39,FAIL
13,10,2,8,9,68,4.4,2,8.0,2,6.29,CSE,4,34.55,FAIL
14,9,1,11,8,64,4.2,1,7.9,3,5.08,MECH,4,39.38,FAIL
9,10,3,15,13,82,5.7,2,5.2,9,4.75,MECH,3,39.13,FAIL
12,7,8,20,17,94,0.3,1,11.3,6,4.15,MECH,3,54.95,D
16,12,0,15,13,92,4.1,2,8.6,2,5.11,ECE,4,48.98,FAIL
11,8,4,15,15,56,6.0,1,7.8,5,5.7,ECE,1,39.82,FAIL
14,10,4,13,11,94,2.7,2,5.3,5,5.12,ECE,2,49.08,FAIL
14,11,4,13,16,70,1.5,1,8.4,2,5.74,CSE,1,47.71,FAIL
11,13,4,18,9,84,3.6,1,6.2,3,5.08,MECH,1,50.63,D
14,5,2,11,14,61,3.9,2,6.7,5,4.15,CSE,4,33.72,FAIL
12,9,5,16,11,77,2.2,1,4.5,8,4.33,ECE,1,45.3,FAIL
10,11,2,15,15,79,8.2,2,5.1,5,5.35,CSE,2,44.27,FAIL
10,9,6,11,12,52,3.0,3,7.7,5,4.28,CSE,2,35.11,FAIL
17,12,5,7,17,84,1.7,0,8.5,3,5.04,CSE,3,53.53,D
15,9,3,13,10,95,3.8,1,8.0,7,5.42,MECH,3,47.02,FAIL
12,9,3,13,16,72,5.8,3,8.0,7,5.03,MECH,3,41.85,FAIL
13,9,6,14,9,95,4.0,2,6.9,7,4.94,MECH,3,46.31,FAIL
14,11,3,15,13,72,5.0,3,6.4,5,6.11,CSE,3,42.92,FAIL
11,11,5,14,7,87,2.3,2,7.4,2,5.81,CSE,4,46.47,FAIL
16,7,4,16,11,41,7.0,1,8.2,7,4.91,MECH,2,40.51,FAIL
19,14,5,15,17,100,5.1,0,7.0,5,5.81,ECE,2,66.68,C
21,8,6,19,20,97,6.1,0,8.8,4,6.52,ECE,3,65.42,C
9,6,5,14,14,70,4.7,0,6.7,6,5.34,ECE,3,41.21,FAIL
11,8,4,10,11,45,5.6,0,5.5,5,4.15,MECH,1,35.12,FAIL
15,7,5,18,15,79,2.3,3,7.0,3,4.5,MECH,1,51.21,D
6,5,3,11,13,53,3.0,2,7.2,4,3.62,ECE,4,28.82,FAIL
17,13,5,17,20,81,6.7,0,6.9,1,6.95,ECE,2,66.31,C
12,12,3,17,22,81,7.1,2,8.9,5,5.68,ECE,1,54.35,D
13,10,3,13,9,60,1.7,1,8.2,8,4.75,ECE,3,36.12,FAIL
15,8,5,15,19,91,4.5,0,4.9,1,5.89,CSE,2,60.66,C
15,11,2,12,11,87,3.1,0,9.3,5,6.02,CSE,3,45.95,FAIL
10,10,5,12,9,89,2.6,2,2.9,6,4.78,CSE,2,42.68,FAIL
17,6,3,4,13,75,4.6,2,10.2,7,4.73,ECE,3,38.17,FAIL
12,8,2,10,11,53,6.3,1,6.6,4,4.6,ECE,4,35.87,FAIL
17,12,5,17,17,89,4.9,1,6.7,3,5.6,ECE,3,61.02,C
13,10,0,12,13,70,3.4,0,6.9,4,4.34,ECE,1,45.51,FAIL
8,7,6,10,16,54,5.0,1,7.6,7,4.34,ECE,3,34.9,FAIL
9,7,6,16,16,95,3.3,0,7.0,2,5.22,CSE,3,53.46,D
15,14,3,19,17,100,4.8,0,6.8,3,5.82,CSE,1,63.16,C
18,10,4,15,11,74,6.8,1,9.0,4,5.59,ECE,3,48.24,FAIL
8,5,4,13,13,100,0.0,2,7.8,3,5.54,CSE,1,42.06,FAIL
21,9,3,14,18,76,5.6,0,5.6,5,5.71,MECH,2,57.26,D
13,9,2,8,19,69,0.9,0,8.1,8,4.39,ECE,3,42.58,FAIL
14,6,4,16,11,65,6.5,3,7.8,3,4.85,MECH,4,41.37,FAIL
13,9,4,19,17,99,2.7,1,6.2,5,4.43,CSE,2,59.11,D
14,7,3,7,11,63,1.6,2,8.2,5,4.86,CSE,1,36.31,FAIL
11,10,5,13,15,86,5.4,2,6.8,4,5.34,ECE,4,49.29,FAIL
15,8,5,14,11,66,4.7,1,6.7,2,5.31,ECE,3,46.09,FAIL
13,9,3,11,10,68,2.0,1,6.6,4,5.04,MECH,2,39.31,FAIL
19,9,5,16,14,90,1.5,0,3.4,4,5.65,CSE,4,59.26,D
10,8,5,8,14,69,3.6,2,6.2,6,3.99,MECH,1,34.2,FAIL
11,6,4,4,15,68,1.6,1,8.1,6,4.28,MECH,1,35.23,FAIL
14,11,7,17,13,91,1.9,1,7.0,2,5.53,ECE,4,57.95,D
13,10,2,17,13,98,4.2,2,5.1,4,5.05,ECE,3,50.54,D
17,6,3,15,15,84,2.1,1,8.4,4,4.65,CSE,2,48.46,FAIL
10,7,5,19,12,65,4.9,5,6.6,9,5.32,MECH,4,32.04,FAIL
9,6,4,12,16,67,7.0,2,5.2,6,4.61,MECH,1,34.93,FAIL
14,6,3,19,15,76,3.7,1,10.3,3,5.06,ECE,3,52.13,D
11,6,5,18,11,79,4.3,1,5.4,3,4.8,MECH,2,44.89,FAIL
16,8,5,15,18,60,8.0,2,8.3,4,6.18,ECE,4,46.27,FAIL
14,8,5,9,14,85,1.6,1,5.8,6,4.56,MECH,3,43.08,FAIL
14,10,3,11,13,76,6.4,2,7.2,6,4.75,CSE,4,41.35,FAIL
11,5,4,13,13,49,6.1,0,5.6,5,4.4,ECE,1,37.14,FAIL
6,7,3,10,10,61,5.7,3,5.1,5,4.92,CSE,1,29.46,FAIL
17,11,6,16,14,67,6.6,2,7.8,5,5.9,MECH,4,48.92,FAIL
15,9,5,14,17,73,4.6,0,7.6,5,5.71,MECH,3,54.31,D
21,7,4,16,14,100,2.8,3,8.7,1,5.74,MECH,2,55.19,D
18,10,6,17,16,78,6.2,0,6.9,5,5.27,CSE,3,60.47,C
11,11,5,17,11,62,6.3,1,10.3,4,6.72,ECE,1,47.99,FAIL
19,11,3,19,16,78,6.2,2,7.4,2,6.38,CSE,3,53.95,D
8,12,3,18,13,69,4.1,4,7.9,10,4.56,ECE,2,35.12,FAIL
13,6,7,5,9,79,2.6,1,5.0,6,3.67,ECE,3,39.46,FAIL
18,11,4,15,14,83,4.4,3,6.1,5,5.1,ECE,2,50.34,D
21,10,5,15,16,93,5.9,0,7.8,4,5.31,ECE,1,61.96,C
12,10,5,14,11,74,6.0,0,6.9,6,4.9,MECH,1,49.35,FAIL
17,8,4,8,6,99,3.1,0,7.3,3,5.33,ECE,2,48.92,FAIL
18,8,7,15,12,88,4.6,2,5.8,4,5.41,ECE,1,51.02,D
13,5,5,10,5,64,1.4,0,7.2,3,4.91,ECE,1,37.09,FAIL
11,8,6,18,18,100,6.0,0,7.2,6,5.5,MECH,1,57.41,D
12,9,3,20,15,79,2.4,4,5.2,3,4.49,ECE,3,46.6,FAIL
14,7,5,9,9,62,5.6,1,8.0,7,4.95,ECE,4,35.73,FAIL
13,14,4,15,10,99,1.7,1,4.4,5,4.9,CSE,4,52.19,D
12,9,5,10,14,100,6.1,2,7.3,7,4.84,MECH,2,47.08,FAIL
